CourseCode,ProfessorName,NumberAPlus,NumberA,NumberAMinus,NumberBPlus,NumberB,NumberBMinus,NumberCPlus,NumberC,NumberCMinus,NumberDPlus,NumberD,NumberDMinus,NumberF,NumberW
HIST344,"Koslofsky, Craig M",0,6,5,5,2,5,1,0,0,0,0,0,0,0
HIST354,"Todorova, Maria N",4,13,6,2,2,1,2,0,0,1,0,0,2,0
HIST356,"Todorova, Maria N",1,8,6,2,0,0,0,0,0,0,0,0,4,0
HIST367,"Hogarth, Rana",0,9,8,2,4,2,0,0,0,1,0,0,1,0
HIST371,"Morrissey, Robert M",3,10,2,4,2,3,0,0,1,0,1,0,0,0
HIST374,"Day, Thomas R",14,13,2,1,3,0,0,0,0,0,1,0,0,0
HIST381,"Steinberg, Mark D",3,6,4,4,6,1,0,1,1,0,1,1,0,0
HORT100,"Taylor, Andrea F",13,38,8,9,13,7,4,6,6,2,5,0,2,0
HORT105,"Mason, Sandra L",76,19,8,1,2,1,1,0,0,0,0,0,0,0
HORT180,"Riggins, Chance",18,6,0,0,1,0,0,0,0,0,2,0,2,0
HORT341,"Sacks, Erik J",4,8,7,2,1,2,2,0,0,0,0,0,0,0
HORT430,"Taylor, Andrea F",19,12,2,3,1,1,2,0,0,1,0,0,3,0
HRD411,"Oh, Eunjung",0,48,6,4,0,2,0,0,2,0,1,0,14,0
HRD414,"Hrubec, Deborah A",15,0,0,2,0,1,0,0,2,0,0,1,0,0
HRD472,"Huang, Wen-Hao",20,0,0,0,0,0,0,0,0,0,0,0,3,0
HRD472,"Huang, Wen-Hao",70,1,0,3,1,0,0,0,1,0,0,0,16,0
HRD530,"Kuchinke, K P",19,24,0,0,0,0,0,0,0,0,0,0,1,0
HRD532,"Jacobs, Ronald L",0,13,16,1,0,0,0,0,0,0,0,0,0,0
HRD550,"Oh, Eunjung",0,21,7,1,0,1,0,0,0,0,0,0,0,0
HRD572,"Cope, William",39,5,7,1,1,0,0,0,0,0,0,0,0,0
IB100,"Yang, Wendy",24,34,6,2,1,3,2,1,0,0,0,0,8,0
IB103,"Ming, Ray R",13,30,0,23,25,0,11,8,0,5,1,0,0,0
IB105,"Punyasena, Surangi W",16,12,4,3,1,2,1,2,2,0,3,0,8,0
IB108,"Manaster, Joanne L",8,7,11,2,4,1,2,1,1,0,1,0,0,0
IB150,"Clegg, Benjamin F",62,121,58,46,64,31,15,22,11,4,4,3,8,0
IB150,"Clegg, Benjamin F",6,22,3,8,8,5,4,3,0,1,2,0,0,0
IB151,"Cameron, Sydney A",0,9,5,1,5,1,0,1,2,0,0,0,0,0
IB151,"Cameron, Sydney A",1,10,4,3,2,1,1,2,0,0,0,0,0,0
IB151,"Cameron, Sydney A",1,6,3,3,7,0,0,2,0,0,0,0,0,0
IB151,"Cameron, Sydney A",0,8,5,2,3,1,2,0,0,0,0,0,0,0
IB151,"Cameron, Sydney A",2,10,2,2,6,1,0,0,0,0,0,0,0,0
IB151,"Cameron, Sydney A",2,4,5,1,1,1,2,3,0,2,0,0,1,0
IB151,"Cameron, Sydney A",1,8,1,3,4,1,1,2,0,1,0,0,1,0
IB199,"Clegg, Benjamin F",0,54,0,0,4,0,0,2,0,0,1,0,1,0
IB202,"Dolezal, Adam G",0,126,0,0,29,0,0,3,0,0,0,0,1,0
IB302,"Catchen, Julian M",6,59,29,7,34,9,7,6,1,1,2,0,2,0
IB329,"Suarez, Andrew",0,169,0,0,84,0,0,22,0,0,5,0,0,0
IB335,"Downie, Stephen R",3,21,0,4,14,0,5,8,0,1,3,0,3,0
IB361,"Anderson, Nicholas L",4,77,22,6,1,4,2,0,1,0,0,0,2,0
IB405,"Heath, Katy D",2,19,1,2,3,0,1,1,0,0,0,0,1,0
IB420,"McGrath, Justin M",0,12,13,7,1,5,1,1,0,0,2,0,1,0
IB432,"Dolezal, Adam G",16,58,0,2,3,0,1,0,0,0,0,0,0,0
IB435,"Berenbaum, May R",0,41,0,0,4,0,0,0,0,0,0,0,1,0
IB451,"Paige, Ken N",11,28,8,2,3,0,0,0,0,0,0,0,0,0
IB453,"Dalling, James W",9,7,8,5,3,1,1,0,0,0,0,0,0,0
IE300,"King, Douglas M",9,7,14,6,20,7,10,6,4,2,2,1,0,0
IE300,"Vogiatzis, Chrysafis",0,12,14,3,10,6,6,6,8,3,4,2,3,0
IE310,"Sun, Ruoyu",6,32,15,13,14,11,3,5,2,0,0,0,4,0
IE330,"King, Douglas M",1,6,3,4,1,3,1,1,3,0,1,1,1,0
IE340,"Wooldridge, Abigail",0,43,0,0,23,0,0,1,0,0,1,0,0,0
IE361,"Wang, Qiong",5,28,26,9,12,0,0,1,0,0,0,0,0,0
IE370,"Stolyar, Aleksandr",2,24,18,15,5,10,7,7,5,0,0,0,1,0
IE398,"Vogiatzis, Chrysafis",0,25,12,10,3,2,1,2,0,0,0,0,0,0
IE420,"Feng, Liming",12,10,7,12,6,3,2,4,1,3,1,1,1,0
IE521,"Chen, Xin",2,10,2,3,1,3,0,0,1,0,0,0,0,0
IE525,"Feng, Liming",3,12,7,0,0,0,2,0,0,0,0,0,0,0
IE534,"Sowers, Richard B",91,13,10,4,1,0,2,0,0,0,0,0,0,0
IE598,"Lariviere, David",8,1,11,0,1,0,0,0,0,0,0,0,0,0
IHLT102,"DiFilippo, Kristen N",47,16,8,3,3,1,1,1,1,0,2,1,3,0
IHLT232,"Cardenas Gonzal, Nancy D",17,12,2,3,4,0,1,1,0,0,0,0,0,0
IHLT375,"DiFilippo, Kristen N",8,18,5,2,0,0,2,0,0,0,0,0,0,0
IHLT375,"DiFilippo, Kristen N",11,13,4,0,0,0,0,0,1,0,0,0,1,0
IHLT474,"Frasca, Elizabeth A",0,23,0,0,3,0,0,0,0,0,0,0,0,0
IHLT474,"DiFilippo, Kristen N",0,19,0,0,3,0,0,0,0,0,0,0,0,0
IHLT475,"DiFilippo, Kristen N",0,22,0,0,3,0,0,1,0,0,1,0,0,0
INFO102,"Cunningham, Ryan M",9,64,26,15,33,2,5,10,2,0,1,0,3,0
INFO403,"Cermak, Daniel",2,20,2,6,0,0,0,0,0,0,0,0,0,0
INFO490,"Cermak, Daniel",7,12,2,1,3,0,0,1,0,0,0,0,0,0
INFO490,"Haberman, Michael",0,76,1,8,5,7,1,3,1,1,0,0,10,0
INFO490,"Haberman, Michael",0,42,7,2,3,3,0,0,0,0,0,1,1,0
IS100,"Newell, Melissa A",18,15,0,0,0,0,0,1,0,0,1,2,0,0
IS101,"Pintar, Judith A",41,19,5,5,5,3,1,0,1,0,1,0,4,0
IS202,"Kendall, Lori S",140,5,0,0,2,0,0,0,0,0,2,0,5,0
IS205,"Wickes, Elizabeth D",0,24,1,0,0,0,0,2,1,0,0,0,4,0
IS206,"Evans, Craig S",1,14,5,1,3,0,0,1,0,0,1,0,0,0
IS226,"Wang, Yang",5,7,5,1,1,1,0,0,0,0,0,0,3,0
IS308,"Mussulman, David E",4,8,3,1,1,2,2,0,1,0,0,1,1,0
IS309,"Duffy, Damian S",0,26,3,2,1,0,0,0,0,0,2,0,1,0
IS334,"Kong, Ivan Y",0,11,6,1,2,0,1,1,0,0,1,0,0,0
IS407,"Alterman, Naomi L",7,13,6,1,2,0,0,0,0,0,0,0,1,0
IS430,"Trainor, Kevin",14,7,4,2,1,0,0,0,0,0,0,0,0,0
IS439,"Trainor, Kevin",2,12,2,2,3,0,0,0,0,0,0,0,0,0
IS445,"Naiman, Jill P",0,33,0,1,0,0,1,0,0,0,0,0,0,0
IS455,"Trainor, Kevin",1,17,3,0,2,0,1,0,0,0,0,0,0,0
IS457,"McDowell, Kathleen",0,17,5,1,0,0,0,0,0,0,0,0,1,0
IS471,"Wong, Melissa A",6,15,0,0,0,0,0,1,0,0,0,0,2,0
IS501,"Holba Puacz, Jeanne T",0,22,0,0,1,1,0,0,0,0,0,0,0,0
IS504,"Darch, Peter T",4,10,4,5,0,1,0,0,0,0,0,0,0,0
IS505,"Wickett, Karen M",0,18,5,3,5,1,0,0,0,0,0,0,0,0
IS505,"Choi, Inkyung",27,4,0,1,0,0,0,0,0,0,0,0,0,0
IS505,"MacMullen, Thomas C",0,30,0,0,1,0,0,0,0,0,0,0,0,0
IS507,"Besser, Stephanie A",38,5,0,1,0,0,0,0,0,0,0,0,0,0
IS510,"LaBarre, Kathryn A",6,16,1,0,0,0,0,0,0,0,0,0,1,0
IS521,"Oliver, Megan A",0,17,2,1,0,0,0,0,0,0,0,0,1,0
IS523,"Huot, Andrew R",0,6,9,6,1,1,1,0,0,0,0,0,1,0
IS530,"Holba Puacz, Jeanne T",0,27,0,0,0,0,0,0,0,0,0,0,1,0
IS557,"Bosch, Nigel",0,17,1,2,0,1,0,0,0,0,0,0,0,0
IS571,"Alvarez, Barbara A",0,18,2,1,0,0,1,0,0,0,0,0,0,0
IS575,"Jett, Jacob G",0,15,5,1,1,0,0,1,0,0,0,0,1,0
IS582,"Wong, Melissa A",13,12,0,0,2,0,0,1,0,0,0,0,0,0
IS582,"Oliver, Megan A",0,21,0,0,1,1,0,0,0,0,0,0,0,0
IS582,"Holba Puacz, Jeanne T",0,25,0,0,0,0,0,0,0,0,0,0,1,0
IS597,"Weible, John D",0,21,5,0,4,0,0,0,0,0,0,0,0,0
JOUR200,"Ng, Yee Man Margare",50,91,35,15,12,12,6,4,7,0,3,0,5,0
JOUR205,"Heuman, Joshua M",0,20,7,24,4,2,0,2,0,0,1,0,0,0
JOUR215,"Johnson, Brian K",6,7,4,5,2,2,1,1,0,0,0,0,3,0
JOUR250,"Craft, Stephanie L",6,18,14,6,9,2,0,3,0,0,1,0,2,0
JOUR311,"Holden, Benjamin A",2,11,4,4,2,0,2,0,0,0,0,0,1,0
JOUR451,"Ray, Rik",6,11,1,1,5,0,1,2,1,0,2,1,3,0
JOUR460,"McDonald, Jean A",0,19,0,0,3,0,0,0,0,0,0,0,0,0
JOUR460,"McDonald, Jean A",0,15,0,0,5,0,0,0,0,0,0,0,1,0
KIN100,"Kinder, Christopher J",0,21,0,0,4,0,0,0,0,0,0,0,1,0
KIN100,"North, Jonathan R",0,25,0,0,4,0,0,0,0,0,0,0,0,0
KIN100,"North, Jonathan R",0,32,0,0,4,0,0,0,0,0,0,0,0,0
KIN100,"Fliflet, Alexander M",10,11,0,0,1,0,0,0,0,0,0,0,1,0
KIN100,"King, Alexis C",6,15,4,3,2,1,1,1,0,0,0,0,2,0
KIN120,"Danbury, Anne E",11,16,2,4,4,3,1,5,0,0,0,0,2,0
KIN122,"Richards, Alicia",16,13,11,10,8,2,1,4,2,0,0,0,6,0
KIN122,"Richards, Alicia",23,68,61,40,19,28,14,9,14,8,8,5,25,0
KIN125,"O'Neill, Amy",0,91,0,0,13,0,0,2,0,0,1,0,0,0
KIN140,"Pindus, Dominika M",24,32,31,12,6,4,8,6,5,3,2,2,3,0
KIN142,"Sydnor, Synthia",0,98,0,0,26,0,0,11,0,0,6,0,15,0
KIN142,"Sydnor, Synthia",0,101,0,0,15,0,0,6,0,0,0,0,0,0
KIN150,"Boppart, Marni",0,40,0,0,54,0,0,24,0,0,5,0,3,0
KIN199,"O'Connor, Jamie A",0,21,3,0,1,0,1,1,0,0,0,0,2,0
KIN199,"Ensign, Julene M",4,3,7,2,2,1,3,1,1,1,3,0,2,0
KIN201,"Gothe, Neha P",71,19,7,8,2,2,3,0,3,2,0,0,3,0
KIN247,"Mullen, Sean P",0,18,0,0,2,0,0,1,0,0,0,0,0,0
KIN247,"Phansikar, Madhura Abhay",0,260,22,4,15,2,2,2,1,0,0,0,4,0
KIN249,"Park, Doo Jae",131,61,25,17,20,8,3,6,5,4,2,1,16,0
KIN249,"Park, Doo Jae",111,67,27,10,13,5,1,1,0,0,0,0,1,0
KIN259,"Carlson, Kristin N",0,55,25,15,8,1,6,2,1,1,0,2,3,0
KIN262,"Carlson, Kristin N",0,6,4,5,9,1,0,3,2,2,0,0,2,0
KIN268,"Ison, Shelby E",2,25,5,7,4,1,0,1,0,0,2,0,0,0
KIN340,"Petruzzello, Steven J",0,63,31,19,12,5,6,1,1,0,1,0,1,0
KIN352,"Burd, Nicholas A",0,47,0,0,31,0,0,6,0,0,6,0,1,0
KIN355,"Rice, Ian M",13,40,26,14,17,1,3,1,1,0,2,0,0,0
KIN369,"Kinder, Christopher J",17,14,0,3,2,0,1,0,0,0,1,0,1,0
KIN442,"Haugen, Matthew B",33,4,1,1,2,2,1,0,0,0,0,0,2,0
KIN443,,0,36,0,0,4,0,0,0,0,0,0,0,1,0
KIN449,"Jan, Yih-Kuen",15,10,0,1,0,0,0,1,0,0,0,0,0,0
KIN494,"Rice, Ian M",5,8,5,1,1,1,0,0,0,0,0,0,0,0
KIN494,"Khan, Naiman A",0,23,0,0,8,0,0,0,0,0,1,0,0,0
LA101,"Hays, David L",21,16,10,1,6,4,2,0,1,2,0,0,3,0
LA101,"Hays, David L",19,5,2,1,2,2,0,1,0,0,0,0,0,0
LA221,"Ginsburg, Rebecca",29,14,5,2,16,3,5,11,1,3,5,1,17,0
LA250,"Hu, Jie",15,3,0,1,3,0,0,0,0,1,0,0,3,1
LA281,"Reschke, Craig M",1,4,7,2,4,0,2,1,2,0,0,0,2,0
LA314,"Rhee, Pollyanna",5,89,28,18,10,5,1,3,1,0,1,0,5,0
LA480,"Deal, Brian M",0,7,4,5,9,5,1,1,1,0,0,0,0,0
LAS101,"Soranso, Murillo S",20,8,2,2,1,2,1,0,3,1,0,0,4,0
LAS102,"Soranso, Murillo S",13,4,1,0,1,1,1,0,1,0,1,0,4,0
LAS199,"Abney, Kate C",8,6,1,2,1,0,0,1,0,0,1,0,3,0
LAS399,"Akinrinola, Ademola A",17,6,0,0,0,0,0,0,0,0,0,0,1,0
LAS399,"Vallier, Nolan A",11,10,3,0,1,0,0,0,0,0,0,0,0,0
LAST170,"Grimaldi Calder, Grazzia",1,9,2,2,2,1,0,0,2,0,0,0,3,0
LAST170,"Grimaldi Calder, Grazzia",0,7,3,2,3,3,1,1,0,1,0,0,2,0
LAST170,"Grimaldi Calder, Grazzia",1,6,4,1,3,1,1,2,1,0,0,0,2,0
LAST170,"Migotto Brandol, Larissa",1,9,2,1,4,1,0,2,0,0,0,0,1,0
LAST170,"Migotto Brandol, Larissa",3,5,2,1,4,2,1,1,0,0,0,0,2,0
LAST210,"Molina-Vital, Carlos R",9,10,1,1,0,0,1,1,0,0,0,0,1,0
LAW303,"Pahre, Jennifer N",25,25,7,1,1,0,0,0,0,0,0,0,0,0
LAW601,"Brubaker, Ralph E",0,6,10,26,25,11,2,0,0,0,0,0,0,0
LAW601,"Kar, Robin B",3,4,7,35,8,6,6,2,1,0,0,0,0,0
LAW602,"Sherkow, Jacob S",1,2,4,20,5,1,1,1,1,0,0,0,0,0
LAW604,"Johnson, Eric A",1,3,2,7,6,1,3,0,0,0,0,0,0,0
LAW604,"Ross, Jacqueline E",0,2,3,10,7,1,2,0,0,0,0,0,0,0
LAW604,"Etienne, Margareth",1,3,3,7,6,4,1,1,0,0,0,0,0,0
LAW606,"Mazzone, Jason",0,3,5,26,8,6,6,0,0,0,0,0,0,0
LAW606,"Mazzone, Jason",0,4,3,18,14,4,5,0,0,0,0,0,0,0
LAW606,"Amar, Vikram D",0,4,5,11,7,9,3,1,0,0,0,0,0,0
LAW610,"Schulte, Aylon",0,2,5,11,6,1,2,0,1,0,0,0,0,0
LAW610,"Moritz, Shannon M",0,2,5,10,5,3,2,0,0,0,0,0,0,0
LAW610,"Anderson, Sean M",1,3,1,7,9,0,3,0,0,0,0,0,0,0
LAW610,"Sanderson, Kari",1,1,3,6,6,2,2,0,0,0,0,0,0,0
LAW610,"Alam, Rummana",2,3,2,7,6,3,1,1,0,0,0,0,0,0
LAW610,"Pea, Janice F",1,3,1,7,8,4,1,0,0,0,0,0,1,0
LAW615,"Sharpe, Jamelle C",1,5,11,8,10,1,0,0,0,0,0,0,0,0
LAW631,"Lawless, Robert M",1,10,6,7,5,5,3,0,0,0,0,0,0,0
LAW633,"Sharpe, Nicola F",1,9,0,5,8,0,0,1,0,0,0,0,0,0
LAW638,"Bohm, Jason M",2,6,3,2,2,2,1,2,0,1,0,0,0,0
LAW670,"Kaplan, Richard L",2,6,5,17,8,2,0,0,0,0,0,0,0,0
LAW679,"Leipold, Andrew D",1,8,21,36,16,3,0,0,0,0,0,0,0,0
LAW680,"Kordik, Ellen R",0,11,12,27,16,5,1,1,0,0,0,0,0,0
LAW686,"Pahre, Jennifer N",1,7,5,2,15,0,0,0,0,0,0,0,0,0
LAW792,"Bilz, Kenworthey",0,3,8,7,3,0,0,1,0,0,0,0,0,0
LAW792,"Brown, Kevin",0,2,6,10,3,1,0,0,0,0,0,0,0,0
LAW794,"McClane, Jeremy",1,3,7,6,1,3,0,0,0,0,0,0,0,0
LEAD140,"Smist, Jennifer A",14,12,3,1,5,0,0,1,2,0,0,0,4,0
LEAD140,"Johnson, Curtis",13,29,6,4,1,6,0,0,0,0,0,0,0,0
LEAD260,"Smist, Jennifer A",87,38,16,4,6,5,4,2,1,0,1,1,3,0
LEAD321,"Leman, Amy M",0,17,3,0,1,1,0,1,0,0,0,0,1,0
LEAD380,"Collins, Jasmine D",29,7,9,1,2,1,1,0,0,0,1,0,1,0
LEAD470,"Smist, Jennifer A",19,2,1,1,0,0,0,0,0,0,0,0,0,0
LEAD480,"Chunoo, Vivechkanand S",19,25,2,2,1,0,0,0,0,0,0,0,1,0
LER523,"Benton, Richard",0,10,7,2,3,1,0,0,0,0,0,0,0,0
LER542,"Riordan, Christine A",0,28,3,2,2,1,0,0,0,0,0,0,0,0
LER567,"Cardador, Maria T",1,15,9,0,0,0,0,0,1,0,0,0,0,0
LER569,"Benton, Richard",0,22,2,0,1,0,0,0,0,0,0,0,0,0
LER590,"Mun, Eunmi",7,7,4,3,0,0,0,0,0,0,0,0,0,0
LER590,"Weinstein, Russell M",0,5,17,7,6,0,0,0,0,0,0,0,0,0
LER590,"Schultz, James M",15,6,1,0,1,0,1,0,0,1,0,0,0,0
LER590,"Pearlman, Laurence J",13,3,3,1,1,0,0,0,0,0,0,0,0,0
LER590,"Cardador, Maria T",1,16,8,6,0,0,1,0,2,0,0,1,0,0
LER590,"Mies, Erin K",13,4,2,1,1,1,1,0,0,0,0,0,0,0
LER590,"Ramsey, Kimberly J",7,16,15,2,0,0,0,0,0,0,0,0,0,0
LER591,"Mun, Eunmi",7,13,3,5,0,0,0,0,0,0,0,0,0,0
LER593,"Liu, Yihao",12,9,4,3,3,1,0,1,0,0,0,0,0,0
LER595,"Kramer, Amit",2,16,9,2,4,2,0,0,0,0,0,0,0,0
LING100,"Green, Jeffrey J",20,18,9,10,5,1,5,1,2,1,2,0,3,0
LING115,"Mishra, Mithilesh",3,13,16,12,9,15,3,5,3,0,1,3,0,1
LING210,"Gent, Helen M",7,6,0,2,2,0,0,0,0,3,0,0,1,0
LING222,"Sanei, Taraneh",7,7,9,0,5,2,2,0,2,1,1,0,3,1
LING225,"Goldshtein, Maria",12,6,3,4,3,0,0,1,0,0,0,0,2,0
LING250,"Wawire, Gorrety N",18,26,3,2,1,0,2,2,3,0,0,1,0,0
LING270,"Dell, Brennan M",26,5,1,1,1,0,1,1,0,0,0,0,2,0
LING301,"Sun, Yan",1,7,1,3,0,5,1,1,0,2,0,1,3,0
LING302,"Shosted, Ryan K",4,7,1,2,4,2,1,4,8,0,0,1,0,0
LING307,"Del Pinal, Guillermo",24,4,2,1,1,1,1,1,0,0,0,0,4,0
LING406,"Girju, Corina R",11,8,0,1,3,0,0,0,0,0,2,0,1,0
LING406,"Girju, Corina R",7,9,2,2,4,0,0,1,0,0,0,0,0,0
LLS100,"Mora, Juan I",7,13,3,2,0,0,0,1,0,0,2,0,1,0
LLS100,"Ortega, Carolina",19,7,0,0,0,0,0,0,0,0,0,0,2,0
LLS100,"Mora, Juan I",6,19,1,1,0,0,0,2,0,0,0,0,0,0
LLS100,"Ortega, Carolina",19,6,3,0,0,0,0,0,1,0,0,0,0,0
LLS240,"Garcia Hernande, Yessica",0,22,6,1,4,0,0,2,0,0,0,0,0,0
LLS250,"Romero, Rolando J",6,8,4,3,0,1,0,0,0,2,1,0,2,0
LLS279,"Ettinger, Sean N",6,17,0,0,2,0,1,0,1,1,0,0,2,0
LLS279,"Ettinger, Sean N",15,8,2,0,0,1,0,0,0,1,0,0,1,0
LLS343,"Velasquez Estra, Ruth E",6,8,5,3,1,2,0,1,0,0,0,0,0,0
MACS100,"Pyo, Yeah In",14,11,4,2,2,0,1,1,0,0,0,0,0,0
MACS100,"Yomtoob, Desiree R",12,17,1,0,2,0,0,0,0,0,1,0,1,0
MACS100,"Das, Susmita",10,8,2,7,2,1,0,2,0,2,0,0,0,0
MACS100,"Pyo, Yeah In",19,6,4,4,0,0,0,0,1,0,0,0,1,0
MACS100,"Yomtoob, Desiree R",18,13,1,1,1,1,0,0,0,0,0,0,0,0
MACS100,"Mukhopadhyay, Anirban",24,5,0,2,0,1,0,0,0,0,0,0,0,0
MACS100,"Das, Susmita",12,8,2,3,3,3,1,0,0,1,0,0,0,0
MACS100,"Mukhopadhyay, Anirban",16,9,3,1,0,0,1,0,0,0,0,0,0,0
MACS101,"Peng, Anqi",6,10,3,0,2,4,1,1,0,0,0,0,1,0
MACS101,"Peng, Anqi",6,7,7,3,4,0,0,0,0,0,0,1,0,0
MACS101,"Carrillo Fuchs, David E",12,5,3,1,0,2,0,0,0,0,0,0,1,0
MACS101,"Carrillo Fuchs, David E",12,8,0,3,0,0,0,0,0,0,0,0,2,0
MACS101,"Irving-Thomas, Leonard O",5,13,1,3,1,2,1,0,0,0,0,0,0,0
MACS101,"Irving-Thomas, Leonard O",4,9,4,1,4,1,0,0,0,0,0,0,0,0
MACS101,"Helmke, William H",21,2,1,0,0,1,0,0,0,0,0,0,3,0
MACS101,"Malo, Gabriel R",10,9,4,1,0,0,0,0,0,1,0,0,0,0
MACS101,"Haugen, Matthew B",4,9,4,3,2,1,1,0,0,1,0,0,2,0
MACS101,"Malo, Gabriel R",10,6,6,1,2,0,1,0,0,0,0,0,2,0
MACS101,"Helmke, William H",22,1,1,2,0,1,1,1,0,0,0,0,0,0
MACS203,"Valkanova, Dora R",0,4,27,18,4,1,0,0,1,1,0,0,1,0
MACS224,"Cole, Cheryl L",23,33,7,3,9,1,0,6,1,2,0,3,0,0
MACS260,"Font Bas, Victor",9,34,2,0,0,1,0,0,0,0,0,0,0,0
MACS264,"Heuman, Joshua M",0,6,2,11,0,0,0,0,0,0,3,0,0,0
MACS320,"Heuman, Joshua M",0,12,1,20,5,1,1,1,0,0,0,0,0,0
MACS326,"Aguayo, Angela J",5,12,5,6,2,1,0,0,0,0,0,0,2,0
MACS351,"Reisner, Ann E",0,9,2,4,9,5,1,5,1,0,1,0,1,0
MACS356,"Valdivia, Angharad N",2,13,4,0,8,0,0,6,0,0,1,0,2,0
MACS361,"Valkanova, Dora R",1,2,12,10,2,0,0,0,0,0,0,5,2,0
MACS372,"Kurt, Eric M",8,14,1,2,0,0,0,1,0,0,0,0,0,0
MACS395,"Aguayo, Angela J",16,4,4,2,5,0,3,2,0,0,0,0,6,0
MATH103,"Hoffmeister, April M",3,29,0,6,6,0,1,0,0,0,1,0,0,0
MATH112,"Reddy, Alison",5,10,4,4,5,7,7,10,7,2,1,2,1,0
MATH115,"Hoffmeister, April M",3,32,0,19,35,1,6,22,0,2,6,0,5,0
MATH117,"Hoffmeister, April M",5,17,0,0,2,0,0,0,0,0,0,0,0,0
MATH124,"Wang, Haoyi",2,0,4,5,3,2,2,0,1,2,1,0,0,0
MATH124,"Rachfal, Emily T",0,3,6,6,1,3,3,0,0,0,1,0,1,0
MATH124,"Govindarajan, Advith",1,2,4,7,3,2,0,1,1,1,0,0,1,0
MATH181,"Donepudi, Ravi Kiran",0,6,6,1,6,3,1,1,0,2,1,0,0,0
MATH199,"Morales Miranda, Adriana",0,21,1,0,0,1,0,0,0,0,0,0,0,0
MATH199,"McNeilly, Jennifer R",0,187,9,3,2,2,2,1,1,0,0,0,3,0
MATH213,"Kirr, Eduard-Wilhelm",5,4,5,8,2,3,3,1,2,0,1,3,1,0
MATH213,"Ivanov, Sergei V",1,6,5,6,5,3,0,3,2,1,1,4,2,0
MATH213,"Ivanov, Sergei V",0,5,2,2,7,1,3,6,2,1,2,2,2,0
MATH220,"Petrickova, Sarka",83,88,54,57,57,42,30,36,27,18,16,7,33,0
MATH220,"Palmer, Joseph A",5,9,6,2,11,4,1,6,4,1,7,3,0,0
MATH225,"Guzman, Rosemary K",28,40,7,18,15,33,54,33,8,11,14,6,12,0
MATH231,"Folwaczny, Lena C",103,168,70,40,51,23,27,31,29,7,6,4,6,0
MATH231,"Folwaczny, Lena C",98,139,76,46,57,33,27,22,20,3,13,1,9,0
MATH231,"Dobbs, Theresa M",3,3,4,6,1,3,1,1,0,0,1,0,1,0
MATH234,"Placzek, Laura E",11,120,106,107,92,48,27,34,20,16,14,6,8,0
MATH241,"Ahmed, Iftikhar",75,105,69,58,36,26,29,33,20,10,3,2,17,0
MATH241,"Ahmed, Iftikhar",48,58,49,46,26,16,25,22,13,7,8,5,8,0
MATH285,"Oikhberg, Timur",48,122,25,8,22,22,17,14,5,1,2,0,3,0
MATH285,"Manfroi, Aldo J",63,161,3,20,16,14,7,3,0,2,1,1,6,0
MATH286,"Manfroi, Aldo J",83,137,0,10,8,10,2,7,2,1,1,1,1,0
MATH347,"Sadanand, Chandrika",6,4,3,2,6,1,3,1,0,0,0,0,0,0
MATH347,"Tolman, Susan",2,4,4,4,2,3,0,1,0,0,1,0,0,0
MATH347,"Borman, Matthew S",1,19,0,0,2,0,0,0,0,0,0,0,0,0
MATH347,"Kutzarova-Ford, Denka N",3,8,3,6,5,0,1,0,1,0,0,0,1,0
MATH347,"Li, Mao",6,11,0,4,1,0,0,1,0,0,0,0,0,0
MATH347,"Borman, Matthew S",0,20,0,0,2,0,0,0,0,0,0,0,0,0
MATH402,"Samperton, Eric G",3,3,3,1,5,1,2,2,0,0,1,0,2,0
MATH412,"Kostochka, Alexandr V",6,3,6,4,2,2,2,1,5,0,0,0,0,0
MATH412,"Kostochka, Alexandr V",2,5,3,3,2,1,2,0,3,4,2,1,0,0
MATH413,"English, Sean J",6,5,2,1,2,4,2,3,0,5,1,2,3,0
MATH414,"Chen, Ruiyuan",2,2,0,3,5,0,1,1,1,0,2,1,4,0
MATH415,"Chuang, Jer-Chin",32,126,71,40,48,22,21,27,10,15,30,0,13,0
MATH415,"Chuang, Jer-Chin",34,160,64,29,30,18,12,24,10,6,22,0,8,0
MATH416,"Albin, Pierre",15,6,1,0,0,0,0,0,0,0,0,2,0,0
MATH416,"Katz, Sheldon",2,4,3,4,2,0,0,2,2,0,0,0,3,0
MATH417,"Dodd, Christopher S",0,2,6,8,5,2,4,1,1,1,0,0,0,0
MATH417,"Dodd, Christopher S",0,1,7,6,4,2,2,0,1,2,0,0,0,0
MATH417,"Pascaleff, James",0,0,1,6,3,2,2,4,1,2,3,1,1,0
MATH417,"Pascaleff, James",1,2,2,2,3,0,1,3,2,1,2,1,1,0
MATH441,"Zharnitsky, Vadim",1,7,7,2,4,2,4,5,0,0,0,0,2,0
MATH441,"Zharnitsky, Vadim",3,5,6,4,10,5,3,4,0,0,0,0,0,0
MATH441,"Tzirakis, Nikolaos",4,4,4,7,2,2,3,0,3,1,1,0,1,0
MATH441,"Tzirakis, Nikolaos",5,4,1,3,3,4,0,2,1,0,1,0,3,0
MATH442,"Barron, Alexander A",1,12,6,4,5,3,1,1,1,0,0,0,0,0
MATH442,"Barron, Alexander A",4,11,3,2,6,6,1,2,1,1,1,1,0,0
MATH444,"Mortensen, Karen P",6,10,1,5,3,0,0,0,0,0,0,0,1,0
